"setNumber","setName","ageGroup","rating","themeGroup","theme","subtheme","pieces","minifigs","RRP","PPP","yearReleased","packaging","availability","instructions","setType"
"21115-1","The First Night","8+","4.0","Licensed","Minecraft","Minifig-scale","408","2 ","$39.99, 39.99€ |","9.8c, 9.8c","2014","Box","Retail - limited","Yes","Normal"
"21116-1","Crafting Box","8+","3.9","Licensed","Minecraft","Minifig-scale","518","2 ","$49.99, 54.99€ |","9.7c, 10.6c","2014","Box","Retail - limited","Yes","Normal"
"21117-1","The Ender Dragon","8+","3.6","Licensed","Minecraft","Minifig-scale","634","4 (3 Unique to this set)","$69.99, 69.99€ |","11.0c, 11.0c","2014","Box","Retail - limited","Yes","Normal"
"21118-1","The Mine","8+","4.0","Licensed","Minecraft","Minifig-scale","922","4 ","$109.99, 99.99€ |","11.9c, 10.8c","2014","Box","Retail - limited","Yes","Normal"
"21204-1","Town Master","7 - 12",NA,"Miscellaneous","Fusion",NA,"256","1 (1 Unique to this set)","$34.99 |","13.7c","2014","Box",NA,"Yes","Normal"
"21205-1","Battle Towers","7 - 12",NA,"Miscellaneous","Fusion",NA,"212",NA,"$34.99 |","16.5c","2014","Box",NA,"Yes","Normal"
"21206-1","Create and Race","7 - 12",NA,"Miscellaneous","Fusion",NA,"223",NA,"$34.99 |","15.7c","2014","Box",NA,"Yes","Normal"
"21208-1","Resort Designer","7 - 12",NA,"Miscellaneous","Fusion",NA,"263","1 ","$34.99 |","13.3c","2014","Box",NA,"Yes","Normal"
"30067-0","Farm {Random Bag}","2 - 5",NA,"Pre-school","Duplo","Farm","5",NA,NA,NA,"2014","Polybag","Promotional",NA,"Random"
"30067-2","Farm - Farmer",NA,NA,"Pre-school","Duplo",NA,"4",NA,NA,NA,"2014","Polybag","Promotional",NA,"Normal"
"30067-3","Farm - Calf",NA,NA,"Pre-school","Duplo",NA,"4",NA,NA,NA,"2014","Polybag","Promotional",NA,"Normal"
"30067-4","Farm - Goat",NA,NA,"Pre-school","Duplo",NA,"4",NA,NA,NA,"2014","Polybag","Promotional",NA,"Normal"
"30067-5","Farm - Cat",NA,NA,"Pre-school","Duplo",NA,"4",NA,NA,NA,"2014","Polybag","Promotional",NA,"Normal"
"30068-1","Apple","1 - 5",NA,"Pre-school","Duplo",NA,"6",NA,"$2.20","36.7c","2014","Polybag","Retail - limited",NA,"Normal"
"30112-1","Emma's Flower Stand","5 - 12",NA,"Girls","Friends",NA,"33","1 (1 Unique to this set)","$4.99","15.1c","2014","Polybag","Retail","Yes","Normal"
"30113-1","Stephanie's Bakery Stand","5 - 12","3.8","Girls","Friends",NA,"28","1 (1 Unique to this set)",NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"30114-1","Andrea's Beach Lounge",NA,NA,"Girls","Friends","Summer","29","1 (1 Unique to this set)",NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"30115-1","Jungle Boat","5 - 12",NA,"Girls","Friends","Jungle Rescue","31","1 ","$4.99","16.1c","2014","Polybag","Retail - limited","Yes","Normal"
"30116-1","Rapunzel's Market Visit","5 - 12","3.1","Licensed","Disney","Tangled","37","1 (1 Unique to this set)","$3.99","10.8c","2014","Polybag","Retail - limited","Yes","Normal"
"30187-1","Fast Car","6 - 12","3.4","Model making","Creator","Miscellaneous","56",NA,"$3.29","5.9c","2014","Polybag","Promotional","Yes","Normal"
"30188-1","Cute Kitten",NA,"3.6","Model making","Creator","Miscellaneous","54",NA,NA,NA,"2014","Polybag","Retail - limited","Yes","Normal"
"30189-1","Transport Plane","6 - 12","3.6","Model making","Creator","Promotional","49",NA,NA,NA,"2014","Polybag","Retail - limited","Yes","Normal"
"30197-1","Snowman","6 - 12","3.4","Model making","Creator","Seasonal","60",NA,"$3.99","6.7c","2014","Polybag","Retail - limited","Yes","Normal"
"30226-1","Police Helicopter","5 - 12","3.0","Modern day","City","Police","48","1 (1 Unique to this set)",NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"30227-1","Police Watercraft","5 - 12","3.3","Modern day","City","Police","36","2 (1 Unique to this set)","$4.99","13.9c","2014","Polybag","Retail - limited","Yes","Normal"
"30228-1","Police ATV","5 - 12","3.2","Modern day","City","Police","40","1 ",NA,NA,"2014","Polybag","Retail - limited","Yes","Normal"
"30229-1","Repair Lift","5 - 12","3.4","Modern day","City","Traffic","40","1 (1 Unique to this set)","$3.49","8.7c","2014","Polybag","Retail - limited","Yes","Normal"
"30244-1","Anakin's Jedi Interceptor","6 - 12","3.7","Licensed","Star Wars","Episode III","45",NA,"$4.49","10.0c","2014","Polybag","Retail - limited","Yes","Normal"
"30246-1","Imperial Shuttle","6 - 12","3.5","Licensed","Star Wars","Episode VI","57",NA,"$3.99","7.0c","2014","Polybag","Retail - limited","Yes","Normal"
"30247-1","ARC-170 Starfighter","6 - 12","3.9","Licensed","Star Wars","Episode III","54",NA,"$3.99","7.4c","2014","Polybag","Retail - limited","Yes","Normal"
"30262-1","Gorzan's Walker",NA,"3.2","Action/Adventure","Legends of Chima","Outlands","34","1 ",NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"30263-1","Spider Crawler",NA,"3.2","Action/Adventure","Legends of Chima","Outlands","40","1 ",NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"30264-1","Frax' Phoenix Flyer","6 - 12","3.2","Action/Adventure","Legends of Chima","Fire vs. Ice","32","1 ","$3.99","12.5c","2014","Polybag","Retail - limited","Yes","Normal"
"30265-1","Worriz' Fire Bike","6 - 12","2.9","Action/Adventure","Legends of Chima","Fire vs. Ice","31","1 ","$4.69","15.1c","2014","Polybag","Promotional","Yes","Normal"
"30266-1","Sykor's Ice Cruiser","6 - 12","3.5","Action/Adventure","Legends of Chima","Fire vs. Ice","25","1 ",NA,NA,"2014","Polybag","Retail - limited","Yes","Normal"
"30271-1","Mikey's Mini-Shellraiser","6 - 12","3.6","Licensed","Teenage Mutant Ninja Turtles","TV Series","47","1 ","$4.99","10.6c","2014","Polybag","Retail - limited","Yes","Normal"
"30280-1","The Piece of Resistance","6 - 12","3.4","Licensed","The LEGO Movie","Promotional","33","1 (1 Unique to this set)",NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"30281-1","Micro Manager Battle","6 - 12","3.3","Licensed","The LEGO Movie","Promotional","27","1 ",NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"30282-1","Super Secret Police Enforcer","6 - 12","3.5","Licensed","The LEGO Movie","Promotional","40","1 ","$4.99","12.5c","2014","Polybag","Retail - limited","Yes","Normal"
"30300-1","The Batman Tumbler","6 - 12","3.7","Licensed","DC Comics Super Heroes","The Dark Knight Trilogy","57",NA,"$3.99","7.0c","2014","Polybag","Retail - limited","Yes","Normal"
"30301-1","Batwing","6 - 12","3.5","Licensed","DC Comics Super Heroes","Batman","45",NA,"$4.99","11.1c","2014","Polybag","Retail - limited","Yes","Normal"
"30302-1","Spider-Man","6 - 12","3.1","Licensed","Marvel Super Heroes","Ultimate Spider-Man","45","1 ","$3.99","8.9c","2014","Polybag","Retail - limited","Yes","Normal"
"30310-1","Arctic Scout","5 - 12","3.6","Modern day","City","Arctic","40","1 (1 Unique to this set)",NA,NA,"2014","Polybag","Retail - limited","Yes","Normal"
"31013-1","Red Thunder","6 - 12","3.4","Model making","Creator","3 in 1","66",NA,"$4.99 |","7.6c","2014","Box","Retail","Yes","Normal"
"31014-1","Power Digger","6 - 12","3.4","Model making","Creator","3 in 1","64",NA,"$4.99, 4.99€ |","7.8c, 7.8c","2014","Box","Retail","Yes","Normal"
"31015-1","Emerald Express","6 - 12","3.7","Model making","Creator","3 in 1","56",NA,"$4.99, 4.99€ |","8.9c, 8.9c","2014","Box","Retail","Yes","Normal"
"31017-1","Sunset Speeder","6 - 12","3.5","Model making","Creator","3 in 1","119",NA,"$12.99, 9.99€ |","10.9c, 8.4c","2014","Box","Retail","Yes","Normal"
"31018-1","Highway Cruiser","7 - 12","3.7","Model making","Creator","3 in 1","129",NA,"$12.99, 9.99€ |","10.1c, 7.7c","2014","Box","Retail","Yes","Normal"
"31019-1","Forest Animals","7 - 12","4.0","Model making","Creator","3 in 1","272",NA,"$19.99, 17.99€ |","7.3c, 6.6c","2014","Box","Retail","Yes","Normal"
"31020-1","Twinblade Adventures","7 - 12","3.8","Model making","Creator","3 in 1","216",NA,"$17.99, 14.99€ |","8.3c, 6.9c","2014","Box","Retail","Yes","Normal"
"31021-1","Furry Creatures","7 - 12","4.0","Model making","Creator","3 in 1","285",NA,"$19.99, 17.99€ |","7.0c, 6.3c","2014","Box","Retail","Yes","Normal"
"31022-1","Turbo Quad","7 - 12","3.6","Model making","Creator","3 in 1","186",NA,"$24.99, 19.99€ |","13.4c, 10.7c","2014","Box","Retail","Yes","Normal"
"31023-1","Yellow Racers","7 - 12","4.2","Model making","Creator","3 in 1","328",NA,"$29.99, 24.99€ |","9.1c, 7.6c","2014","Box",NA,"Yes","Normal"
"31024-1","Roaring Power","8 - 12","3.9","Model making","Creator","3 in 1","374",NA,"$29.99, 29.99€ |","8.0c, 8.0c","2014","Box","Retail","Yes","Normal"
"31025-1","Mountain Hut","8 - 12","4.0","Model making","Creator","3 in 1","550","1 (1 Unique to this set)","$39.99, 39.99€ |","7.3c, 7.3c","2014","Box","Retail","Yes","Normal"
"31026-1","Bike Shop & Cafe","9 - 14","4.1","Model making","Creator","3 in 1","1023","3 (3 Unique to this set)","$89.99, 69.99€ |","8.8c, 6.8c","2014","Box",NA,"Yes","Normal"
"40085-1","LEGO Valentine","7+","3.8","Miscellaneous","Seasonal","Valentine's Day","127",NA,"$9.99 |","7.9c","2014","Box","LEGO exclusive","Yes","Normal"
"40086-1","LEGO Easter","7+","3.8","Miscellaneous","Seasonal","Easter","106",NA,"$9.99 |","9.4c","2014","Box","LEGO exclusive","Yes","Normal"
"40090-1","Halloween Bat","7+","3.8","Miscellaneous","Seasonal","Halloween","156",NA,"$9.99, 9.99€ |","6.4c, 6.4c","2014","Box","LEGO exclusive","Yes","Normal"
"40091-1","Thanksgiving Turkey","7+","3.6","Miscellaneous","Seasonal","Thanksgiving","125",NA,"$9.99 |","8.0c","2014","Box","LEGO exclusive","Yes","Normal"
"40092-1","Reindeer","7+","4.1","Miscellaneous","Seasonal","Christmas","139",NA,"$9.99 |","7.2c","2014","Box","LEGO exclusive","Yes","Normal"
"40093-1","Snowman","7+","3.9","Miscellaneous","Seasonal","Christmas","140",NA,"$9.99 |","7.1c","2014","Box","LEGO exclusive","Yes","Normal"
"40094-1","Snowplough",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","46",NA,"$0.00","0.0c","2014","Polybag","LEGO exclusive","Yes","Normal"
"40095-1","Micro Manager",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","50",NA,"$0.00","0.0c","2014",NA,"LEGO exclusive","Yes","Normal"
"40096-1","Spring Tree",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","62",NA,"$0.00","0.0c","2014","Polybag","LEGO exclusive","Yes","Normal"
"40097-1","Helicopter",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","44",NA,"$0.00","0.0c","2014","Polybag","LEGO exclusive","Yes","Normal"
"40098-1","Dragon",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","43",NA,"$0.00","0.0c","2014","Polybag","LEGO exclusive","Yes","Normal"
"40099-1","Jet-Ski",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","33",NA,NA,NA,"2014","Polybag","LEGO exclusive","Yes","Normal"
"40100-1","Surf Van",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","46",NA,NA,NA,"2014","Polybag","LEGO exclusive",NA,"Normal"
"40101-1","Monkey",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","46",NA,NA,NA,"2014","Polybag","LEGO exclusive","Yes","Normal"
"40102-1","Aircraft",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","37",NA,NA,NA,"2014","Polybag","LEGO exclusive","Yes","Normal"
"40103-1","Rocket",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","48",NA,NA,NA,"2014","Polybag","LEGO exclusive","Yes","Normal"
"40104-1","Frankenstein's Monster",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","36",NA,NA,NA,"2014","Polybag","LEGO exclusive","Yes","Normal"
"40105-1","Gingerbread House",NA,NA,"Miscellaneous","Promotional","Monthly Mini Model Build","54",NA,NA,NA,"2014","Polybag","LEGO exclusive","Yes","Normal"
"40106-1","Toy Workshop","7+","3.8","Model making","Creator","Seasonal","107","2 (2 Unique to this set)",NA,NA,"2014","Box","LEGO exclusive","Yes","Normal"
"40107-1","Winter Skating Scene","7+","4.0","Model making","Creator","Seasonal","129","2 (2 Unique to this set)",NA,NA,"2014","Box","LEGO exclusive","Yes","Normal"
"40108-1","Balloon Cart",NA,"3.9","Model making","Creator","Promotional","66","2 (2 Unique to this set)","$4.99","7.6c","2014","Polybag","Promotional","Yes","Normal"
"40109-1","MINI Cooper Mini Model",NA,"3.5","Model making","Creator","Promotional","59",NA,NA,NA,"2014","Polybag","LEGO exclusive","Yes","Normal"
"40110-1","LEGO City Coin Bank","6+","3.9","Modern day","City","Police","122","1 (1 Unique to this set)","$14.99, 12.99€ |","12.3c, 10.6c","2014","Box","LEGO exclusive","Yes","Normal"
"40112-1","Catwalk phone stand",NA,NA,"Girls","Friends","Accessories","144",NA,"$14.99, 12.99€ |","10.4c, 9.0c","2014","Box","LEGO exclusive","Yes","Normal"
"40114-1","Buildable Jewellery Box","6+",NA,"Girls","Friends","Accessories","201",NA,"$14.99, 12.99€ |","7.5c, 6.5c","2014",NA,NA,"Yes","Normal"
"40115-1","LEGOLAND Entrance with Family",NA,NA,"Miscellaneous","Promotional","LEGOLAND","320",NA,NA,NA,"2014","Box","LEGOLAND exclusive","Yes","Normal"
"40116-1","Hero Robot","6+",NA,"Constraction","HERO Factory","Invasion From Below","31","1 (1 Unique to this set)",NA,NA,"2014","Polybag","Retail - limited","Yes","Normal"
"40117-1","Villains Minimodel",NA,NA,"Constraction","HERO Factory","Invasion From Below","28","1 ",NA,NA,"2014","Polybag","Promotional",NA,"Normal"
"40118-1","Buildable Brick Box 2x2","7+",NA,"Miscellaneous","Miscellaneous",NA,"203","1 (1 Unique to this set)","$16.99 |","8.4c","2014","Box","LEGO exclusive","Yes","Normal"
"40180-1","Bricktober Theater","7+",NA,"Miscellaneous","Promotional","Toys R Us","164",NA,"$19.99","12.2c","2014","Box","Retail - limited","Yes","Normal"
"40181-1","Bricktober Pizza Place","7+",NA,"Miscellaneous","Promotional","Toys R Us","139",NA,"$19.99","14.4c","2014","Box","Retail - limited","Yes","Normal"
"40182-1","Bricktober Fire Station","7+",NA,"Miscellaneous","Promotional","Toys R Us","175",NA,"$19.99","11.4c","2014","Box","Retail - limited","Yes","Normal"
"40183-1","Bricktober Town Hall","7+",NA,"Miscellaneous","Promotional","Toys R Us","186",NA,"$19.99","10.7c","2014","Box","Retail - limited","Yes","Normal"
"40190-1","Ferrari F138",NA,"3.6","Miscellaneous","Promotional","Shell","41",NA,NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"40191-1","Ferrari F12 Berlinetta",NA,"3.5","Miscellaneous","Promotional","Shell","46",NA,NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"40192-1","Ferrari 250 GTO",NA,"3.8","Miscellaneous","Promotional","Shell","48",NA,NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"40193-1","Ferrari 512 S",NA,"3.5","Miscellaneous","Promotional","Shell","51",NA,NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"40194-1","Finish Line & Podium","6+","3.3","Miscellaneous","Promotional","Shell","64","1 (1 Unique to this set)",NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"40195-1","Shell Station","6+","3.5","Miscellaneous","Promotional","Shell","95","1 (1 Unique to this set)",NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"40196-1","Shell Tanker",NA,"3.9","Miscellaneous","Promotional","Shell","95",NA,NA,NA,"2014","Polybag","Promotional","Yes","Normal"
"41026-1","Sunshine Harvest","6 - 12","3.8","Girls","Friends",NA,"233","1 (1 Unique to this set)","$19.99, 19.99€ |","8.6c, 8.6c","2014","Box","Retail","Yes","Normal"
"41027-1","Mia's Lemonade Stand","5 - 12","3.7","Girls","Friends",NA,"112","1 (1 Unique to this set)","$9.99 |","8.9c","2014","Box","Retail","Yes","Normal"
"41028-1","Emma's Lifeguard Post","5 - 12","3.6","Girls","Friends","Summer","78","1 (1 Unique to this set)","$9.99, 9.99€ |","12.8c, 12.8c","2014","Box","Retail","Yes","Normal"
"41029-1","Stephanie's New Born Lamb","5 - 12","3.2","Girls","Friends",NA,"78","1 (1 Unique to this set)","$9.99 |","12.8c","2014","Box","Retail","Yes","Normal"
"41030-1","Olivia's Ice Cream Bike","5 - 12","3.6","Girls","Friends",NA,"98","1 ","$9.99, 9.99€ |","10.2c, 10.2c","2014","Box","Retail","Yes","Normal"
"41031-1","Andrea's Mountain Hut","5 - 12","3.8","Girls","Friends",NA,"119","1 (1 Unique to this set)","$9.99 |","8.4c","2014","Box","Retail","Yes","Normal"
"41032-1","First Aid Jungle Bike","6 - 12","3.9","Girls","Friends","Jungle Rescue","156","1 (1 Unique to this set)","$14.99, 14.99€ |","9.6c, 9.6c","2014","Box","Retail","Yes","Normal"
"41033-1","Jungle Falls Rescue","6 - 12","3.8","Girls","Friends","Jungle Rescue","183","1 (1 Unique to this set)","$19.99, 19.99€ |","10.9c, 10.9c","2014","Box","Retail","Yes","Normal"
"41034-1","Summer Caravan","6 - 12","3.9","Girls","Friends","Summer","297","2 (2 Unique to this set)","$29.99, 24.99€ |","10.1c, 8.4c","2014","Box","Retail","Yes","Normal"
"41035-1","Heartlake Juice Bar","6 - 12","4.0","Girls","Friends",NA,"277","2 (2 Unique to this set)","$29.99, 32.99€ |","10.8c, 11.9c","2014","Box","Retail","Yes","Normal"
"41036-1","Jungle Bridge Rescue","7 - 12","3.7","Girls","Friends","Jungle Rescue","365","2 (2 Unique to this set)","$29.99, 29.99€ |","8.2c, 8.2c","2014","Box","Retail","Yes","Normal"
"41037-1","Stephanie's Beach House","6 - 12","4.0","Girls","Friends","Summer","369","2 (2 Unique to this set)","$39.99, 39.99€ |","10.8c, 10.8c","2014","Box","Retail","Yes","Normal"
"41038-1","Jungle Rescue Base","7 - 12","3.9","Girls","Friends","Jungle Rescue","472","2 (2 Unique to this set)","$59.99, 49.99€ |","12.7c, 10.6c","2014","Box","Retail","Yes","Normal"
"41039-1","Sunshine Ranch","6 - 12","4.1","Girls","Friends",NA,"721","2 (2 Unique to this set)","$69.99, 69.99€ |","9.7c, 9.7c","2014","Box","Retail","Yes","Normal"
"41040-1","Friends Advent Calendar","5 - 12",NA,"Girls","Friends","Seasonal","228","2 (2 Unique to this set)","$29.99 |","13.2c","2014","Box","Retail - limited","Yes","Normal"
"41041-1","Turtle's Little Paradise","5 - 12","3.7","Girls","Friends","Animals series 4","43",NA,"$3.99 |","9.3c","2014","Foil pack","Retail","Yes","Normal"
"41042-1","Tiger's Beautiful Temple","5 - 12","3.8","Girls","Friends","Animals series 4","42",NA,"$3.99 |","9.5c","2014","Foil pack","Retail","Yes","Normal"
"41043-1","Penguin's Playground","5 - 12","4.0","Girls","Friends","Animals series 4","46",NA,"$3.99 |","8.7c","2014","Foil pack","Retail","Yes","Normal"
"41044-1","Macaw's Fountain","5 - 12","3.3","Girls","Friends","Animals series 5","39",NA,"$3.99 |","10.2c","2014","Foil pack","Retail","Yes","Normal"
"41045-1","Orangutan's Banana Tree","5 - 12","3.5","Girls","Friends","Animals series 5","37",NA,"$3.99 |","10.8c","2014","Foil pack","Retail","Yes","Normal"
"41046-1","Brown Bear's River","5 - 12","3.4","Girls","Friends","Animals series 5","37",NA,"$3.99 |","10.8c","2014",NA,NA,"Yes","Normal"
"41047-1","Seal's Little Rock","5 - 12","3.5","Girls","Friends","Animals series 6","37",NA,NA,NA,"2014","Foil pack","Retail","Yes","Normal"
"41048-1","Lion Cub's Savanna","5 - 12","3.4","Girls","Friends","Animals series 6","43",NA,NA,NA,"2014","Foil pack","Retail","Yes","Normal"
"41049-1","Panda's Bamboo","5 - 12","3.5","Girls","Friends","Animals series 6","47",NA,NA,NA,"2014","Foil pack","Retail","Yes","Normal"
"41050-1","Ariel's Amazing Treasures","5 - 12","3.4","Licensed","Disney","The Little Mermaid","77","1 (1 Unique to this set)","$12.99 |","16.9c","2014","Box","Retail","Yes","Normal"
"41051-1","Merida's Highland Games","5 - 12","3.6","Licensed","Disney","Brave","145","1 (1 Unique to this set)","$19.99 |","13.8c","2014","Box","Retail","Yes","Normal"
"41052-1","Ariel's Magical Kiss","5 - 12","3.6","Licensed","Disney","The Little Mermaid","250","2 (2 Unique to this set)","$29.99, 29.99€ |","12.0c, 12.0c","2014","Box","Retail","Yes","Normal"
"41053-1","Cinderella's Dream Carriage","6 - 12","3.7","Licensed","Disney","Cinderella","274","1 (1 Unique to this set)","$29.99, 29.99€ |","10.9c, 10.9c","2014","Box","Retail","Yes","Normal"
"41054-1","Rapunzel's Creativity Tower","6 - 12","3.9","Licensed","Disney","Tangled","299","2 (2 Unique to this set)","$39.99, 39.99€ |","13.4c, 13.4c","2014","Box","Retail","Yes","Normal"
"41055-1","Cinderella's Romantic Castle","6 - 12","3.9","Licensed","Disney","Cinderella","646","2 (1 Unique to this set)","$69.99, 69.99€ |","10.8c, 10.8c","2014","Box","Retail","Yes","Normal"
"41056-1","Heartlake News Van","6 - 12","3.6","Girls","Friends",NA,"278","2 (2 Unique to this set)","$24.99, 24.99€ |","9.0c, 9.0c","2014","Box","Retail","Yes","Normal"
"41057-1","Heartlake Horse Show","6 - 12",NA,"Girls","Friends",NA,"355","2 (2 Unique to this set)","$39.99, 39.99€ |","11.3c, 11.3c","2014","Box","Retail","Yes","Normal"
"41058-1","Heartlake Shopping Mall","7 - 12","3.7","Girls","Friends",NA,"1120","4 (4 Unique to this set)","$109.99, 99.99€ |","9.8c, 8.9c","2014","Box","Retail","Yes","Normal"
